question,golden_answers,golden_law_context,golden_case_context,top_k_law_statutes,top_k_case_statutes,any_correct_law_retrieved,any_correct_case_retrieved,any_correct_retrieved
"I was convicted of an aggravated felony in Louisiana as a first-time offender and received an automatic first-offender pardon after completing my sentence. Does this type of pardon qualify as a ""full and unconditional executive pardon"" under federal immigration regulations, allowing me to demonstrate good moral character for naturalization purposes despite my aggravated felony conviction?","No, the court affirmed the denial of naturalization, holding that Louisiana's automatic first-offender pardon is not a ""full and unconditional executive pardon"" as required by 8 C.F.R. § 316.10. The court reasoned that Louisiana state law does not consider an automatic first-offender pardon to restore a ""status of innocence,"" unlike a gubernatorial pardon, making USCIS’s interpretation permissible.",,,,,,,
"A U.S. healthcare provider, ""HealthFirst Medical,"" filed a lawsuit challenging the U.S. Citizenship and Immigration Services' (USCIS) partial denial of an H-1B nonimmigrant visa petition for Dr. Anya Sharma, a citizen of India, who was seeking to change her status from J-2 to H-1B. USCIS approved Dr. Sharma for H-1B classification but denied the domestic change-of-status request, requiring her to travel abroad. After HealthFirst filed suit, Dr. Sharma traveled outside the United States, obtained an H-1B visa, and reentered the U.S. as an H-1B nonimmigrant. HealthFirst also seeks a declaratory judgment challenging USCIS's alleged ""H-4 only"" policy for J-2 dependents, claiming it continues to negatively impact their ability to hire J-2 spouses in the future. HealthFirst asserts it will continue to file such petitions but has not identified any specific future J-2 candidates it wishes to hire. Can HealthFirst's lawsuit proceed?","No, HealthFirst's lawsuit cannot proceed. The challenge to the specific denial of the change-of-status request for Dr. Sharma is moot because Dr. Sharma has already obtained her H-1B visa, rendering it impossible to grant effective relief for that particular claim. Furthermore, HealthFirst lacks standing to challenge USCIS's alleged underlying policy because its prospective injury is insufficiently concrete and imminent, as it has only alleged ""some day"" intentions to file future change-of-status petitions for J-2 nonimmigrants without any description of concrete plans or specific candidates.",,,,,,,
"An undocumented immigrant, Mr. Garcia, received a Notice to Appear (NTA) from the Department of Homeland Security in 2020 that charged him with removability but did not specify the date or time of his initial hearing. Mr. Garcia applied for cancellation of removal, arguing that his U.S. citizen child, who suffers from a severe, rare medical condition requiring ongoing specialized treatment, would face exceptional and extremely unusual hardship if he were removed. He also sought administrative closure while pursuing a U visa. The Immigration Judge (IJ) denied cancellation of removal, finding Mr. Garcia failed to establish the requisite hardship and good moral character, and did not rule on the motion for administrative closure. On appeal to the Board of Immigration Appeals (BIA), Mr. Garcia argued the NTA was deficient, depriving the agency of jurisdiction or, alternatively, constituting a claim-processing error. He also challenged the IJ's hardship finding and reiterated his request for administrative closure. After the BIA dismissed his appeal, his U visa application was denied, and he was subsequently removed. Can Mr. Garcia successfully challenge the BIA's decision regarding the NTA deficiency, the hardship finding for cancellation of removal, or the denial of administrative closure?","No, Mr. Garcia cannot successfully challenge the BIA's decision on these grounds.
1.  **NTA Deficiency:** The omission of time and place information from a Notice to Appear (NTA) does not deprive the Immigration Judge of subject-matter jurisdiction over removal proceedings. Furthermore, an objection to a noncompliant NTA is a claim-processing rule that is waived or forfeited if not timely raised by the closing of pleadings before the IJ.
2.  **Exceptional Hardship for Cancellation of Removal:** While the application of the ""exceptional and extremely unusual hardship"" standard is a mixed question of law and fact reviewable by the court, the agency's underlying factual findings are unreviewable. Taking the agency's factual findings as conclusive (unless any reasonable adjudicator would be compelled to conclude to the contrary), such as the availability of transportation for medical appointments, sufficient involvement by the other parent, and adequate financial support, the agency did not err in determining that Mr. Garcia's removal would not result in exceptional and extremely unusual hardship to his qualifying relative. The agency's no-hardship finding is dispositive, making it unnecessary to reach any flaws in a moral-character analysis.
3.  **Administrative Closure:** Mr. Garcia's claim that the BIA abused its discretion by denying his motion for administrative closure or a continuance has been mooted by the denial of his U visa application and his subsequent removal from the United States, as it is impossible for the court to grant him any effectual relief.",,,,,,,
"An individual filed an I-526 petition under the EB-5 Regional Center Program to compel USCIS to adjudicate their application, alleging unreasonable delay. If the statutory authorization for the Regional Center Program expires during the litigation, rendering it impossible for the court to grant any effectual relief, can the court proceed to decide the merits of the case?","No, the court cannot proceed to decide the merits of the case. The complaint must be dismissed as moot because the statutory authorization for the Regional Center Program, upon which the plaintiff's petition relies, has lapsed without reauthorization by Congress. This intervening event makes it impossible for the court to grant any effectual relief, as there is no longer a live case or controversy, and any further processing of the application would not advance the plaintiff's efforts to obtain a Regional Center visa.",,,,,,,
"Under what circumstances can a U.S. federal court compel U.S. Citizenship and Immigration Services (USCIS) to expedite the adjudication of an I-526 immigrant investor visa petition that has been pending for over four years, where the plaintiff alleges unreasonable delay under the Administrative Procedure Act and the Mandamus Act?","A U.S. federal court would not compel USCIS to expedite an I-526 immigrant investor visa petition that has been pending for over four years if the plaintiff fails to plausibly allege unreasonable delay under the ""TRAC"" factors. In this case, the court found that USCIS's processing system, which includes a ""visa availability approach"" prioritizing applicants from countries with available or soon-to-be-available visas, and a modified ""first-in, first-out"" methodology within queues for specific commercial enterprises, adheres to an ""identifiable rationale"" (TRAC factor 1). Although Congress has expressed a ""sense of Congress"" that applications should be completed within 180 days, this is aspirational and not a binding timeline (TRAC factor 2). The court also considered the approximate 4.3-year delay in light of significant external factors, specifically the COVID-19 pandemic and a nine-month lapse in statutory authorization for the EB-5 program. The plaintiff's alleged harms, described as ""health and human prejudices,"" financial harm, and the inability to acquire lawful permanent residency, were deemed primarily economic and inherent in the immigration process, thus insufficient to weigh TRAC factors 3 and 5 in his favor, especially in the absence of severe health concerns or family separation. Furthermore, compelling USCIS to expedite the plaintiff's petition would simply move him ahead of other similarly situated applicants, interfering with agency priorities and producing no net gain (TRAC factor 4). Lastly, the plaintiff failed to plausibly allege facts supporting agency impropriety, and the nine-month processing pause was compelled by law (TRAC factor 6, which remains neutral in the absence of impropriety). Based on this analysis, the court concluded that the plaintiff failed to adequately allege unreasonable delay and therefore dismissed the complaint.",,,,,,,
"In a case challenging an administrative denial of a visa petition, if a plaintiff seeks discovery to support a claim that the agency impermissibly applied a new policy retroactively, but mischaracterizes this retroactivity claim as a non-Administrative Procedure Act (""APA"") claim, will the court grant the discovery request?","No, the court will deny the motion for discovery because the plaintiff's retroactivity claim, invoking equitable factors from *Retail, Wholesale & Dep’t Store Union, AFL-CIO v. NLRB*, is ultimately founded upon the APA's requirement that agency action not be ""arbitrary, capricious, an abuse of discretion, or otherwise not in accordance with law,"" making it subject to the APA's ""record rule."" Since the plaintiff did not argue that any recognized exception to the APA ""record rule"" applies, the discovery request will be denied. However, the denial will be without prejudice, allowing the plaintiff to file a new motion for discovery that relies on the correct legal framework of the APA record rule and its exceptions.",,,,,,,
"A private non-profit agency, ""Hope for New Arrivals,"" contracts with the state of ""Frontierland"" to provide social services to refugees using federal funds under a program similar to the Refugee Act. Frontierland's governor, citing unsubstantiated security concerns that refugees from ""Warlordia"" may pose a terrorist threat, instructs the state to withhold reimbursement for services provided by Hope for New Arrivals to any refugee whose country of origin is Warlordia. Federal law, similar to 8 U.S.C. § 1522(a)(5), mandates that services funded under this program be provided ""without regard to race, religion, nationality, sex, or political opinion."" Hope for New Arrivals sues to prevent the state from withholding funds. Should the court grant a preliminary injunction in favor of Hope for New Arrivals?","Yes, the court should grant the preliminary injunction. The federal law dictates that services funded under the refugee assistance program must be provided ""without regard to race, religion, nationality, sex, or political opinion."" The governor's policy of refusing to reimburse for services to refugees from a specific country, even if purportedly based on security fears, constitutes discrimination on the basis of nationality, which is explicitly forbidden by the federal statute. The governor's fears are presented without evidence and are deemed ""nightmare speculation,"" and state action cannot override federal responsibility for immigration and refugee regulation.",,,,,,,
"An individual in removal proceedings sought cancellation of removal based on the ""exceptional and extremely unusual hardship"" his removal would cause his U.S. citizen child, arguing significant involvement in his child's life and potential emotional, psychological, medical, and financial impacts. He also applied for voluntary departure, but the Board of Immigration Appeals (BIA) noted inconsistencies in his tax filings, which it referred to as ""tax fraud."" Additionally, he moved for a continuance to await his parents' legal permanent resident status, which would allow him to claim them as additional qualifying relatives for cancellation of removal, but this motion was denied. If he petitions the Fifth Circuit Court of Appeals, what is the likely outcome regarding each of these issues?","The Fifth Circuit Court of Appeals would likely deny the petition regarding the cancellation of removal, dismiss the petition regarding voluntary departure for lack of jurisdiction, and deny the petition regarding the continuance.
1.  **Cancellation of Removal**: The court would agree with the BIA's determination that the emotional, psychological, medical, and financial hardships identified, while unfortunate, are ""common and normal"" consequences of an ordinary removal, and do not demonstrate an ""exceptional and extremely unusual hardship"" substantially different from or beyond what would ordinarily be expected.
2.  **Voluntary Departure**: The court would likely find it lacks jurisdiction to review the BIA’s discretionary decision to deny voluntary departure. The BIA's reference to ""tax fraud"" in relation to misrepresentations on tax filings would be considered a summarization of factual findings concerning credibility and character, rather than a reviewable legal conclusion of criminal tax fraud.
3.  **Continuance**: The court would likely conclude that the BIA did not abuse its discretion in affirming the immigration judge’s denial of the motion for a continuance, as the BIA utilized a ""perceptibl[y rational approach"" in weighing relevant factors.",,,,,,,
"A Salvadoran woman seeks asylum in the U.S., claiming membership in a particular social group defined as ""Salvadoran women in domestic relationships who are unable to leave"" or ""Salvadoran women who are viewed as property by virtue of their position in a domestic relationship,"" based on severe abuse from her ex-partner and the perceived inability of the Salvadoran government to protect her. She also applies for withholding of removal and protection under the Convention Against Torture. If the Board of Immigration Appeals (BIA) summarily affirms an Immigration Judge's (IJ) denial of her application, and she appeals to the Fifth Circuit Court of Appeals, what is the likely outcome and the primary legal reasoning?","The petition for review would be denied. The Fifth Circuit Court of Appeals has previously held that circularly defined social groups, such as those proposed by the petitioner, are not cognizable for asylum purposes. Because the proposed social groups—""Salvadoran women in domestic relationships who are unable to leave; or Salvadoran women who are viewed as property by virtue of their position in a domestic relationship""—are nearly identical to those previously rejected as circularly defined by the Fifth Circuit, remanding the case to the Immigration Judge would be futile. The petitioner's failure to brief any CAT-specific arguments on appeal also results in that issue being forfeited.",,,,,,,
"A non-citizen defendant, undocumented since age seven, pleads guilty to reduced drug charges in 2010, receiving a suspended sentence. In 2017, he faces deportation. His immigration attorneys inform him that his conviction makes him ineligible for cancellation of removal and permanently inadmissible to the U.S., which he alleges his trial counsel failed to clearly explain. His Motion for Appropriate Relief (MAR) for ineffective assistance of counsel (IAC) under *Padilla v. Kentucky*, and for his plea not being knowingly and voluntarily entered, is initially denied. After an appellate remand for an evidentiary hearing, the trial court again denies the MAR, concluding there was no prejudice because the defendant was already subject to deportation due to his undocumented status. On appeal, what is the likely ruling and reasoning of the appellate court regarding the trial court's order?","The appellate court would likely vacate the trial court's order in part and remand the case for further proceedings.

The appellate court would find that the trial court failed to make sufficient findings of fact and conclusions of law on critical issues. Specifically, the trial court did not address the defendant's claims regarding the loss of eligibility for discretionary cancellation of removal under 8 U.S.C. § 1229b(b)(1) and permanent inadmissibility under 8 U.S.C. § 1182(a)(2)(A)(i)(II). For cancellation of removal, the trial court failed to make findings on the defendant's physical presence, good moral character, other convictions, or the hardship his removal would cause to his U.S. citizen child, which are all prerequisites for determining the statute's potential availability to the defendant. For both cancellation of removal and inadmissibility, the trial court did not properly evaluate prejudice by determining whether the defendant demonstrated a reasonable probability that, but for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial, including evaluating the credibility of his affidavit on this point.

Additionally, the appellate court would rule that the trial court erred by failing to comply with its prior order, which explicitly directed the trial court to resolve ""whether [Defendant’s plea was knowingly and voluntarily entered."" This issue was not addressed at all in the trial court's subsequent order.

The appellate court would, however, agree with the trial court that the specific deportability provision under 8 U.S.C. § 1227(a)(2)(B)(i) (deportation for conviction *after admission*) did not apply, as the defendant was never ""admitted"" to the U.S. Therefore, there could be no deficient performance or prejudice related to counsel's advice regarding that particular statute. An argument regarding mandatory detention under 8 U.S.C. § 1226(c)(1)(A) would be deemed abandoned if not presented and discussed in the party's brief on appeal.",,,,,,,
"Maya was arrested and held in the Smith County Jail on state misdemeanor charges. After posting bond for these charges, she was eligible for release. However, the Smith County Sheriff continued to detain Maya based on an Immigration and Customs Enforcement (ICE) detainer and an administrative arrest warrant (Form I-200) for civil immigration violations. The Smith County Sheriff's office has an active 287(g) agreement with ICE, authorizing its deputies to perform specific immigration enforcement functions. Maya's legal counsel filed a petition for a writ of habeas corpus in state superior court, arguing that her continued detention by the Sheriff was unlawful because the federal detainer lacked probable cause and the Sheriff lacked state authority to detain her for civil immigration purposes. The petition explicitly mentioned the Sheriff's 287(g) agreement. Should the state superior court grant Maya's request for the issuance of a writ of habeas corpus and order her discharge?","No, the state superior court should deny Maya's request for the issuance of a writ of habeas corpus and her discharge. While the trial judge has the authority to determine whether it is entitled to act upon the petition, it should summarily deny an application that alleges the petitioner is being held pursuant to an immigration-related arrest warrant or detainer by a sheriff who is a party to a 287(g) agreement with the federal government. The application, by explicitly stating that Maya is being held pursuant to an immigration detainer and I-200 Form, and acknowledging the Sheriff's 287(g) agreement, informs the state court that its state law authority to inquire into the lawfulness of the detention is superseded by federal law. A state court lacks the power to look behind the Sheriff's claim that the petitioner is being held pursuant to a valid immigration-related process under a 287(g) agreement, as the Sheriff is acting as a de facto immigration officer in such circumstances. Challenges to the validity of the immigration process itself are reserved for federal, not state, judicial officials.",,,,,,,
"An immigration advocacy organization and several detained aliens challenge the Executive Office of Immigration Review (EOIR) and Immigration and Customs Enforcement (ICE) policies regarding in-person hearings and access to counsel, implemented in response to a public health emergency. They seek a temporary restraining order (TRO) arguing these policies violate the Administrative Procedure Act (APA), the Immigration and Nationality Act (INA), and the Fifth Amendment right to procedural due process. Will a U.S. federal court likely grant their motion for a TRO?","No, a U.S. federal court will likely deny the motion for a TRO. The plaintiffs failed to establish a likelihood of success on the merits, primarily because they did not demonstrate standing, as the individual plaintiffs did not have imminent in-person hearings, and the organizational plaintiffs could not show that judges regularly denied requests for remote appearances or continuances. Moreover, the Immigration and Nationality Act's jurisdiction-channeling provisions likely foreclose access-to-counsel and due process claims, directing such challenges to federal courts of appeals, not district courts. Regarding the APA claims, the court found the challenged policies were not ""final agency action"" because legal consequences flow from individual immigration judge decisions rather than the general policies themselves. The court also determined there was no ""failure-to-act"" claim as plaintiffs could not point to a specific statutory obligation requiring the defendants to take the requested actions, and the defendants' policies were not arbitrary and capricious given the rapidly evolving public health crisis. Furthermore, the plaintiffs did not establish they would suffer imminent irreparable injury, and the balance of equities and public interest did not favor imposing a broad, one-size-fits-all injunctive relief on the government's efforts to manage the immigration system while responding to the pandemic.",,,,,,,
"A U.S. citizen was naturalized by a federal court in 1987 and received a naturalization certificate listing an incorrect birth date. After discovering the error years later, they sought to amend the certificate. Does a federal court have subject matter jurisdiction to modify such a naturalization certificate issued by a court before October 1, 1991, despite the Immigration Act of 1990 transferring naturalization authority to the Attorney General?","Yes, federal courts have subject matter jurisdiction to modify naturalization certificates issued by courts before the Immigration Act of 1990 went into effect on October 1, 1991. Congress preserved this jurisdiction through the uncodified savings clause of the Immigration Act of 1990, and federal courts can consider motions to amend these certificates pursuant to former 8 U.S.C. § 1451(i) (1988).",,,,,,,
"Can an in absentia removal order be rescinded if the initial Notice to Appear (NTA) did not specify the time and date of the immigration hearing, even if a separate Notice of Hearing (NOH) was later sent with that information?","Yes, an in absentia removal order may be rescinded if the initial Notice to Appear did not contain the time and date of the hearing. The Supreme Court's interpretation of 8 U.S.C. § 1229(a) requires a single written notice containing all the required information, including the time and place of the hearing. Therefore, a Notice to Appear that lacks this information cannot be cured by a subsequent Notice of Hearing in the context of rescinding an in absentia removal order.",,,,,,,
"A lawful permanent resident, Juan, was convicted in Arizona for attempted possession of fentanyl for sale, in violation of Arizona Revised Statutes section 13-3407. Fentanyl is a federally controlled substance. Is Juan removable as an alien convicted of an aggravated felony illicit trafficking offense or a controlled substance violation under U.S. immigration law?","Yes, Juan is removable. Section 13-3407 of the Arizona Revised Statutes, which criminalizes possession of a dangerous drug, is divisible with regard to the specific ""dangerous drug"" involved in a violation. Since fentanyl is a federally controlled substance, a conviction for attempted possession of fentanyl for sale under section 13-3407 renders an alien removable as an alien convicted of an aggravated felony illicit trafficking offense and a controlled substance violation under sections 237(a)(2)(A)(iii) and (B)(i) of the Immigration and Nationality Act, respectively.",,,,,,,
"An alien investor obtained $500,000 via a personal loan from a third-party, which was then wired to their personal account, converted to U.S. currency, and invested as cash into a new commercial enterprise for an EB-5 visa petition. The United States Citizenship and Immigration Services (USCIS) denied the petition, asserting that the invested cash loan proceeds constituted ""indebtedness"" under 8 C.F.R. § 204.6(e) and required collateralization by personal assets, which the investor failed to demonstrate. The investor challenges this denial. Based on the ruling in Case_zhang_v_united_states_citizenship_and_immigration_services, should the investor's petition be denied on these grounds?","No, the investor's petition should not be denied on these grounds. The court found that USCIS's interpretation of 8 C.F.R. § 204.6(e)—that third-party loan proceeds invested as cash are properly characterized as ""indebtedness"" requiring personal collateralization—is plainly erroneous. The regulation unambiguously defines ""capital"" to include ""cash,"" and the ordinary meaning of ""cash"" encompasses cash loan proceeds. The court clarified that the regulation directs the agency to identify the asset *actually contributed* to the enterprise, which in this scenario is cash. The collateralization requirement for ""indebtedness"" only applies when the investor contributes a promise to pay (indebtedness to the enterprise itself), not when the enterprise receives readily deployable cash. Furthermore, USCIS's interpretation effectively amends the regulation by adding a new requirement for cash investments without proper notice and comment, thus violating the Administrative Procedure Act. Therefore, USCIS's denial of such petitions is arbitrary and capricious, and the denials should be vacated and remanded for reconsideration consistent with this understanding.",,,,,,,
"An individual files a petition for review of a Board of Immigration Appeals (BIA) order of removal. Subsequently, the BIA vacates that very order. Does the federal court of appeals retain subject matter jurisdiction over the petition for review?","No, the federal court of appeals does not retain subject matter jurisdiction. Appellate jurisdiction depends on the existence of a final order of removal. When the Board of Immigration Appeals (BIA) vacates the final order on which the court's jurisdiction depended, that order is no longer final, and thus the statutory basis for jurisdiction is lost, requiring dismissal of the appeal. Defects in subject matter jurisdiction may be raised at any time during the proceedings.",,,,,,,
"Can an individual seeking Temporary Protected Status (TPS) maintain their continuous physical presence in the United States if they depart for 111 days to visit a sick parent, when their absence is later deemed not to be ""of short duration"" or ""reasonably calculated to accomplish the purpose"" by immigration authorities?","No, an individual seeking Temporary Protected Status (TPS) may be found ineligible if their 111-day absence from the United States is determined not to be ""brief, casual, and innocent"" under 8 C.F.R. § 1244.1. The Board of Immigration Appeals (BIA) may conclude that such an absence is not ""of short duration and reasonably calculated to accomplish the purpose(s) for the absence,"" especially when considering factors such as the individual quitting their job, a long delay (13 years) in visiting the sick parent after diagnosis, and evidence contradicting the stated imminence of the parent's death. A federal appeals court will defer to the BIA's interpretation and application of the regulation if it is not plainly erroneous or inconsistent with the regulation.",,,,,,,
"An Iranian national applies for an EB-5 immigrant investor visa, claiming to have invested $500,000 from the sale of gold coins, rental income, and her husband's income. Due to sanctions, she used third-party trading companies in Dubai to transfer the funds to the U.S. investment. Her application includes an invoice for the gold coin sale with a discrepancy between ""tomans"" and ""rials"" for the total amount, and she cannot provide direct wire transfer records from her Iranian bank account to the Dubai entities, nor can she get written statements from the individuals who facilitated the transfers due to their refusal. She provides an affidavit explaining the situation and confirming the source of funds. If the Administrative Appeals Office (AAO) denies her application based on (1) insufficient documentation of the complete path of funds from her personal account to the Dubai entities and (2) the currency discrepancy in the gold coin sale invoice, and she appeals to a U.S. District Court, how should the court rule?","The court should affirm the AAO's denial of the EB-5 visa application. The AAO was within its discretion to demand evidence tracing the funds from the applicant's bank account to the wiring entities, even if the applicant faced difficulties due to banking restrictions and third-party non-cooperation. The applicant's unsupported affidavit regarding the movement of funds through an unidentified person is insufficient to meet the burden of proof, as the agency relies on the absence of corroborating evidence. Furthermore, the AAO, exercising de novo review, was permitted to identify and base its denial on the currency discrepancy in the gold coin invoice, even if it was not raised in the initial denial, because the inconsistency was present in a document submitted by the applicant herself and did not require the agency to provide an opportunity to rebut derogatory information unknown to the applicant. The court cannot reweigh the evidence or substitute its judgment for that of the agency on factual findings. Since both grounds for the AAO's denial are independent and valid, the agency's action was not arbitrary and capricious.",,,,,,,
"A foreign investor seeks an EB-5 visa through a regional center, proposing to invest $500,000 in a new commercial enterprise (NCE) that will loan funds to multiple job-creating entities (JCEs) for various mining projects in a Targeted Employment Area (TEA). At the time of filing the Form I-526 petition, the investor's business plan and offering memorandum list four potential mining locations, but explicitly state that not all have been formally approved, and alternative or additional projects are unspecified and unapproved if initial projects fall through or require less funding. The plan includes an economic report projecting job creation based on mining expenditures but without specific JCE locations. USCIS denies the petition, citing failure to establish TEA qualification and job creation at the time of filing, and views subsequent clarification of JCE locations as an impermissible material change. Can the investor successfully challenge this denial, arguing that the NCE was clearly intended to operate in a TEA and that their economic report adequately demonstrated job creation potential, irrespective of specific JCE locations at filing?","No, the investor cannot successfully challenge the denial. A U.S. District Court has upheld USCIS's denial of similar EB-5 visa petitions on two independent grounds: (1) failure to establish that the Job Creating Entities (JCEs) were principally doing business in a Targeted Employment Area (TEA) at the time of filing, and (2) failure to establish that the investments would create full-time positions for at least ten qualifying employees at the time of filing. For regional center investments, the ""principally doing business"" requirement applies to the JCEs, not the New Commercial Enterprise (NCE). The Court found it reasonable for USCIS to conclude that the investor failed to meet the TEA requirement because the JCEs were not fully identified or approved at the time of filing, making it impossible to determine if the $500,000 TEA investment threshold was met. Furthermore, changes to JCE locations after filing were deemed impermissible material changes affecting eligibility. Regarding job creation, the Court found that the initial business plan, lacking specified JCE locations, was not sufficiently comprehensive to support a credible economic analysis for prospective job creation at the time of filing. USCIS could not assess the reasonableness of assumptions about the geographic impact of projects without this information. Subsequent economic reports based on later-identified JCEs were also rejected due to the material change doctrine, which requires eligibility to be established at the time of filing.",,,,,,,
"Will a federal court review a challenge to the U.S. Citizenship and Immigration Services' (USCIS) 2020 update to its Policy Manual, which added a geographic redeployment requirement for EB-5 visa applications, when no investor applicant has yet been subjected to its application?","No, a federal court will not review such a challenge. The court denied the defendants' motion to dismiss based on changed circumstances (mootness), but granted the defendants' motion to dismiss because the plaintiffs' claims were not yet ripe. The court found that further factual development was necessary to determine if the 2020 Update had a binding legal effect, if USCIS had characterized it as binding, or if it had been applied to any party. Additionally, the plaintiffs failed to demonstrate sufficient hardship, as their fears of adverse agency action were too remote, particularly given that the EB-5 Regional Center Program lacked statutory authorization at the time and the regulatory regime was unclear on terminating regional centers based on geographic redeployment.",,,,,,,
"Nikunj Devani, a citizen of India, filed an EB-5 Immigrant Investor Program petition (Form I-526) in October 2019, which USCIS has yet to process. He alleges unreasonable delay, seeking to compel USCIS to adjudicate his petition, despite USCIS's visa availability approach and a 9-month lapse in the Regional Center Program's authorization. Will the court compel USCIS to expedite processing of his I-526 petition, considering the TRAC factors for unreasonable delay?","No, the court will dismiss Devani's action, denying his request to compel USCIS to process his I-526 petition. The court found that Devani failed to state a plausible claim of unreasonable delay under the TRAC factors.
1.  **Rule of Reason & Congressional Timetable:** USCIS's visa availability approach, which processes petitions on a modified ""first-in, first-out"" basis prioritizing petitioners from countries below visa caps, constitutes a rule of reason. Congress has not mandated a binding timeline for I-526 processing; the ""sense of Congress"" resolution is merely hortatory. The effective 32-month delay (accounting for a 9-month lapse in statutory authority) is not unreasonable, especially compared to the current average 52-month processing time for Indian applicants.
2.  **Prejudice to Health, Welfare, and Other Interests:** Devani's alleged financial and immigration-related harms (uncertainty) are considered inherent risks of the I-526 application process and do not rise to the level of harm, such as significant threats to physical health or safety, typically warranting intervention under these factors.
3.  **Agency's Competing Priorities:** Granting relief would require USCIS to reorder its priorities, placing Devani ahead of other similarly situated petitioners in the existing backlog, which the court is hesitant to do.
4.  **Impropriety:** Devani did not plausibly allege any facts of impropriety by USCIS. The 9-month pause in processing was due to a lapse in statutory authorization, not agency misconduct.",,,,,,,
"A U.S. citizen sponsoring an immigrant spouse through a USCIS Form I-864 Affidavit of Support has separated from the spouse. The immigrant spouse seeks damages for breach of the Affidavit of Support, repayment of a personal loan, and attorney's fees. What are the legal obligations of the sponsor regarding the Affidavit of Support, including the relevant household size and income calculations, and what remedies are available for the loan and fees?","The trial court had subject matter jurisdiction over the Affidavit of Support claims for all relevant years, as the plaintiff's prayer for relief covered all damages. However, the trial court erred by calculating damages using the 125% Federal Poverty Level (FPL) Guidelines for a two-person household; it should have used the guidelines for a one-person household, as the child was a U.S. citizen and not a sponsored alien. The trial court did not err by calculating the sponsored immigrant's income using Adjusted Gross Income, allowing for the deduction of depreciation expenses.

Regarding the personal loan, the defendant's argument that an implied-in-fact contract existed (instead of a quasi-contract) was waived because it contradicted their position at trial. The trial court did not abuse its discretion by not crediting the defendant for ""sweat equity"" on other properties when fashioning the equitable remedy for the loan used to purchase the income-producing property. The trial court did err by awarding repayment of the loan in U.S. Dollars (USD) instead of Australian Dollars (AUD); the award must be converted to AUD on remand.

The trial court's decision to hold an additional conference before the final order was entered, and any missing portions of the trial transcript, did not constitute reversible error because the defendant failed to show prejudice. Finally, the trial court did not err by awarding reasonable attorney's fees to the immigrant spouse for prevailing on her Affidavit of Support claims, though the amount may be reconsidered on remand due to the reduction in damages owed.",,,,,,,
"A Canadian resident, identifying as Native American/First Nations, applies for U.S. citizenship, but their application is rejected by U.S. Citizenship and Immigration Services (USCIS) due to incomplete forms. The individual then asks a U.S. federal district court to directly grant them citizenship, citing Section 289 of the Immigration and Naturalization Act. Can the federal court fulfill this request?","No, a U.S. federal district court cannot grant citizenship. Federal courts lack the power to confer citizenship, as this authority rests with Congress alone to prescribe rules for naturalization. Therefore, the court would dismiss a complaint seeking such relief.",,,,,,,
"A Honduran woman and her children seek asylum in the U.S., claiming persecution by gangs on account of their proposed particular social group (""unprotected Honduran women who are unable to protect themselves or their children from Honduran gangs"") and their religious activities. They also argue that the Board of Immigration Appeals (BIA) violated their due process rights by allowing a single BIA member to decide their case without a three-member panel and by not requiring the government to file a brief. Based on *Case_bustamante-leiva_v_garland*, would their petitions for asylum and related relief likely be granted?","No, their petitions for asylum, statutory withholding of removal, and protection under the Convention Against Torture would likely be denied. The BIA would be upheld in finding that the proposed particular social group lacked the necessary social distinction. The expert testimony indicated that gang violence against women was not perceived as socially distinct from the general phenomenon of gang violence, and any reformulated social groups not raised before the immigration judge would not be considered on appeal. The BIA would also be upheld in finding that the evidence did not compel the conclusion that religion was a central reason for the harm, as it was incidental to economic extortion. Furthermore, the claims regarding a single BIA member's decision not violating due process and the BIA not being required to mandate government briefing would be rejected, as these actions are consistent with regulations and do not demonstrate a lack of impartiality or a due process violation.",,,,,,,
